"tagfield","liblibrarian","libopac","repeatable","mandatory","authorised_value","frameworkcode"
"810","SERIES ADDED ENTRY--CORPORATE NAME","SERIES ADDED ENTRY--CORPORATE NAME","1","0","",""
"811","SERIES ADDED ENTRY--MEETING NAME","SERIES ADDED ENTRY--MEETING NAME","1","0","",""
"830","SERIES ADDED ENTRY--UNIFORM TITLE","SERIES ADDED ENTRY--UNIFORM TITLE","1","0","",""
"840","SERIES ADDED ENTRY--TITLE [OBSOLETE]","SERIES ADDED ENTRY--TITLE [OBSOLETE]","1","0","",""
"841","HOLDINGS CODED DATA VALUES","HOLDINGS CODED DATA VALUES","0","0","",""
"842","TEXTUAL PHYSICAL FORM DESIGNATOR","TEXTUAL PHYSICAL FORM DESIGNATOR","0","0","",""
"843","REPRODUCTION NOTE","REPRODUCTION NOTE","1","0","",""
"844","NAME OF UNIT","NAME OF UNIT","0","0","",""
"845","TERMS GOVERNING USE AND REPRODUCTION NOTE","TERMS GOVERNING USE AND REPRODUCTION NOTE","1","0","",""
"850","HOLDING INSTITUTION","HOLDING INSTITUTION","1","0","",""
"851","LOCATION [OBSOLETE]","LOCATION [OBSOLETE]","1","0","",""
"852","LOCATION/CALL NUMBER","LOCATION/CALL NUMBER","1","0","",""
"853","CAPTIONS AND PATTERN--BASIC BIBLIOGRAPHIC UNIT","CAPTIONS AND PATTERN--BASIC BIBLIOGRAPHIC UNIT","1","0","",""
"854","CAPTIONS AND PATTERN--SUPPLEMENTARY MATERIAL","CAPTIONS AND PATTERN--SUPPLEMENTARY MATERIAL","1","0","",""
"855","CAPTIONS AND PATTERN--INDEXES","CAPTIONS AND PATTERN--INDEXES","1","0","",""
"856","ELECTRONIC LOCATION AND ACCESS","ELECTRONIC LOCATION AND ACCESS","1","0","",""
"859","LOCAL CONTROL INFORMATION (RLIN)","LOCAL CONTROL INFORMATION (RLIN)","1","0","",""
"863","ENUMERATION AND CHRONOLOGY--BASIC BIBLIOGRAPHIC UNIT","ENUMERATION AND CHRONOLOGY--BASIC BIBLIOGRAPHIC UNIT","1","0","",""
"864","ENUMERATION AND CHRONOLOGY--SUPPLEMENTARY MATERIAL","ENUMERATION AND CHRONOLOGY--SUPPLEMENTARY MATERIAL","1","0","",""
"865","ENUMERATION AND CHRONOLOGY--INDEXES","ENUMERATION AND CHRONOLOGY--INDEXES","1","0","",""
"866","TEXTUAL HOLDINGS--BASIC BIBLIOGRAPHIC UNIT","TEXTUAL HOLDINGS--BASIC BIBLIOGRAPHIC UNIT","1","0","",""
"867","TEXTUAL HOLDINGS--SUPPLEMENTARY MATERIAL","TEXTUAL HOLDINGS--SUPPLEMENTARY MATERIAL","1","0","",""
"868","TEXTUAL HOLDINGS--INDEXES","TEXTUAL HOLDINGS--INDEXES","1","0","",""
"870","VARIANT PERSONAL NAME (SE) [OBSOLETE]","VARIANT PERSONAL NAME (SE) [OBSOLETE]","1","0","",""
"871","VARIANT CORPORATE NAME (SE)[OBSOLETE]","VARIANT CORPORATE NAME (SE)[OBSOLETE]","1","0","",""
"872","VARIANT CONFERENCE OR MEETING NAME (SE) [OBSOLETE]","VARIANT CONFERENCE OR MEETING NAME (SE) [OBSOLETE]","1","0","",""
"873","VARIANT UNIFORM TITLE HEADING (SE) [OBSOLETE]","VARIANT UNIFORM TITLE HEADING (SE) [OBSOLETE]","1","0","",""
"876","ITEM INFORMATION--BASIC BIBLIOGRAPHIC UNIT","ITEM INFORMATION--BASIC BIBLIOGRAPHIC UNIT","1","0","",""
"877","ITEM INFORMATION--SUPPLEMENTARY MATERIAL","ITEM INFORMATION--SUPPLEMENTARY MATERIAL","1","0","",""
"878","ITEM INFORMATION--INDEXES","ITEM INFORMATION--INDEXES","1","0","",""
"880","ALTERNATE GRAPHIC REPRESENTATION","ALTERNATE GRAPHIC REPRESENTATION","1","0","",""
"886","FOREIGN MARC INFORMATION FIELD","FOREIGN MARC INFORMATION FIELD","1","0","",""
"887","NON-MARC INFORMATION FIELD","NON-MARC INFORMATION FIELD","1","0","",""
"896","LOCAL SERIES ADDED ENTRY--PERSONAL NAME (RLIN)","LOCAL SERIES ADDED ENTRY--PERSONAL NAME (RLIN)","1","0","",""
"897","LOCAL SERIES ADDED ENTRY--CORPORATE NAME (RLIN)","LOCAL SERIES ADDED ENTRY--CORPORATE NAME (RLIN)","1","0","",""
"898","LOCAL SERIES ADDED ENTRY--MEETING NAME (RLIN)","LOCAL SERIES ADDED ENTRY--MEETING NAME (RLIN)","1","0","",""
"899","LOCAL SERIES ADDED ENTRY--UNIFORM TITLE (RLIN)","LOCAL SERIES ADDED ENTRY--UNIFORM TITLE (RLIN)","1","0","",""
"900","EQUIVALENCE OR CROSS-REFERENCE-PERSONAL NAME [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-PERSONAL NAME [LOCAL, CANADA]","1","0","",""
"901","LOCAL DATA ELEMENT A, LDA (RLIN)","LOCAL DATA ELEMENT A, LDA (RLIN)","1","0","",""
"902","LOCAL DATA ELEMENT B, LDB (RLIN)","LOCAL DATA ELEMENT B, LDB (RLIN)","1","0","",""
"903","LOCAL DATA ELEMENT C, LDC (RLIN)","LOCAL DATA ELEMENT C, LDC (RLIN)","1","0","",""
"904","LOCAL DATA ELEMENT D, LDD (RLIN)","LOCAL DATA ELEMENT D, LDD (RLIN)","1","0","",""
"905","LOCAL DATA ELEMENT E, LDE (RLIN)","LOCAL DATA ELEMENT E, LDE (RLIN)","1","0","",""
"906","LOCAL DATA ELEMENT F, LDF (RLIN)","LOCAL DATA ELEMENT F, LDF (RLIN)","1","0","",""
"907","LOCAL DATA ELEMENT G, LDG (RLIN)","LOCAL DATA ELEMENT G, LDG (RLIN)","1","0","",""
"908","PUT COMMAND PARAMETER (RLIN)","PUT COMMAND PARAMETER (RLIN)","0","0","",""
"910","USER-OPTION DATA (OCLC)","USER-OPTION DATA (OCLC)","0","0","",""
"911","EQUIVALENCE OR CROSS-REFERENCE-CONFERENCE OR MEETING NAME [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-CONFERENCE OR MEETING NAME [LOCAL, CANADA]","1","0","",""
"930","EQUIVALENCE OR CROSS-REFERENCE-UNIFORM TITLE HEADING [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-UNIFORM TITLE HEADING [LOCAL, CANADA]","1","0","",""
"936","OCLC/CONSER MISCELLANEOUS DATA (OCLC); PIECE USED FOR CATALOGING (pre-AACR2) (RLIN)","OCLC/CONSER MISCELLANEOUS DATA (OCLC); PIECE USED FOR CATALOGING (pre-AACR2) (RLIN)","0","0","",""
"940","EQUIVALENCE OR CROSS-REFERENCE--UNIFORM TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--UNIFORM TITLE [OBSOLETE] [CAN/MARC only]","1","0","",""
"941","EQUIVALENCE OR CROSS-REFERENCE--ROMANIZED TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--ROMANIZED TITLE [OBSOLETE] [CAN/MARC only]","1","0","",""
"942","ADDED ENTRY ELEMENTS (KOHA)","ADDED ENTRY ELEMENTS (KOHA)","0","0","",""
"943","EQUIVALENCE OR CROSS-REFERENCE--COLLECTIVE TITLE [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE--COLLECTIVE TITLE [OBSOLETE] [CAN/MARC only]","1","0","",""
"945","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","",""
"946","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","",""
"947","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","",""
"948","LOCAL PROCESSING INFORMATION (OCLC); SERIES PART DESIGNATOR (RLIN)","LOCAL PROCESSING INFORMATION (OCLC); SERIES PART DESIGNATOR (RLIN)","1","0","",""
"949","LOCAL PROCESSING INFORMATION (OCLC)","LOCAL PROCESSING INFORMATION (OCLC)","1","0","",""
"950","LOCAL HOLDINGS (RLIN)","LOCAL HOLDINGS (RLIN)","1","0","",""
"951","EQUIVALENCE OR CROSS-REFERENCE--GEOGRAPHIC NAME/AREA NAME [OBSOLETE] [CAN/MARC only]","EQUIVALENCE OR CROSS-REFERENCE-GEOGRAPHIC NAME/AREA NAME [OBSOLETE] [CAN/MARC only]","1","0","",""
"952","LOCATION AND ITEM INFORMATION (KOHA)","LOCATION AND ITEM INFORMATION (KOHA)","1","0","",""
"955","COPY-LEVEL INFORMATION (RLIN)","COPY-LEVEL INFORMATION (RLIN)","1","0","",""
"956","LOCAL ELECTRONIC LOCATION AND ACCESS (OCLC)","LOCAL ELECTRONIC LOCATION AND ACCESS (OCLC)","1","0","",""
"960","PHYSICAL LOCATION (RLIN)","PHYSICAL LOCATION (RLIN)","1","0","",""
"967","ADDITIONAL ESTC CODES (RLIN)","ADDITIONAL ESTC CODES (RLIN)","1","0","",""
"980","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--PERSONAL NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--PERSONAL NAME/TITLE [LOCAL, CANADA]","1","0","",""
"981","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CORPORATE NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CORPORATE NAME/TITLE [LOCAL, CANADA]","1","0","",""
"982","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CONFERENCE OR MEETING NAME/TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--CONFERENCE OR MEETING NAME/TITLE [LOCAL, CANADA]","1","0","",""
"983","EQUIVALENCE OR CROSS-REFERENCE-SERIES STATEMENT--TITLE/UNIFORM TITLE [LOCAL, CANADA]","EQUIVALENCE OR CROSS-REFERENCE--SERIES STATEMENT-TITLE/UNIFORM TITLE [LOCAL, CANADA]","1","0","",""
"984","WLN AUTOMATIC HOLDINGS STATEMENT (OCLC)","WLN AUTOMATIC HOLDINGS STATEMENT (OCLC)","1","0","",""
"987","LOCAL ROMANIZATION/CONVERSION HISTORY (OCLC)","LOCAL ROMANIZATION/CONVERSION HISTORY (OCLC)","1","0","",""
"990","EQUIVALENCES OR CROSS-REFERENCES [LOCAL, CANADA]","EQUIVALENCES OR CROSS-REFERENCES [LOCAL, CANADA]","1","0","",""
"995","RECOMMENDATION 995 [LOCAL, UNIMARC FRANCE]","RECOMMENDATION 995 [LOCAL, UNIMARC FRANCE]","1","0","",""
"998","LOCAL CONTROL INFORMATION (RLIN)","LOCAL CONTROL INFORMATION (RLIN)","1","0","",""
"999","SYSTEM CONTROL NUMBERS (KOHA)","SYSTEM CONTROL NUMBERS (KOHA)","1","0","",""

"#-#","#-#","#-#","#-#","#-#","#-#","#-#"

"tagfield","tagsubfield","liblibrarian","libopac","repeatable","mandatory","kohafield","tab","authorised_value","authtypecode","value_builder","isurl","hidden","frameworkcode","seealso","link","defaultvalue","maxlength"
"000","@","fixed length control field","fixed length control field","0","1","","0","","","marc21_leader.pl","0","0","","","","","24"
"001","@","control field","control field","0","0","","0","","","","0","0","","","","","9999"
"003","@","control field","control field","0","1","","0","","","marc21_field_003.pl","0","0","","","","","9999"
"005","@","control field","control field","0","1","","0","","","marc21_field_005.pl","0","0","","","","","9999"
"006","@","fixed length control field","fixed length control field","0","0","","0","","","marc21_field_006.pl","0","-1","","","","","9999"
"007","@","fixed length control field","fixed length control field","0","0","","0","","","marc21_field_007.pl","0","0","","","","","9999"
"008","@","fixed length control field","fixed length control field","0","1","","0","","","marc21_field_008.pl","0","0","","","","","40"
"009","@","fixed length control field","fixed length control field","0","0","","0","","","","0","-6","","","","","9999"
"010","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"010","a","LC control number","LC control number","0","0","biblioitems.lccn","0","","","","0","0","","","","","9999"
"010","b","NUCMC control number","NUCMC control number","1","0","","0","","","","0","-1","","","","","9999"
"010","z","Canceled/invalid LC control number","Canceled/invalid LC control number","1","0","","0","","","","0","-1","","","","","9999"
"011","a","LC control number","LC control number","1","0","","0","","","","0","-6","","","","","9999"
"013","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"013","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"013","a","Number","Number","0","0","","0","","","","0","-6","","","","","9999"
"013","b","Country","Country","0","0","","0","","","","0","-6","","","","","9999"
"013","c","Type of number","Type of number","0","0","","0","","","","0","-6","","","","","9999"
"013","d","Date","Date","1","0","","0","","","","0","-6","","","","","9999"
"013","e","Status","Status","1","0","","0","","","","0","-6","","","","","9999"
"013","f","Party to document","Party to document","1","0","","0","","","","0","-6","","","","","9999"
"015","2","Source","Source","0","0","","0","","","","0","0","","","","","9999"
"015","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"015","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"015","a","National bibliography number","National bibliography number","1","0","","0","","","","0","0","","","","","9999"
"016","2","Source","Source","0","0","","0","","","","0","0","","","","","9999"
"016","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"016","a","Record control number","Record control number","0","0","","0","","","","0","0","","","","","9999"
"016","z","Canceled or invalid record control number","Canceled or invalid record control number","1","0","","0","","","","0","-1","","","","","9999"
"017","2","Source","Source","0","0","","0","","","","0","-6","","","","","9999"
"017","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"017","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"017","a","Copyright or legal deposit number","Copyright or legal deposit number","1","0","","0","","","","0","-6","","","","","9999"
"017","b","Assigning agency","Assigning agency","0","0","","0","","","","0","-6","","","","","9999"
"017","d","Date","Date","0","0","","0","","","","0","-6","","","","","9999"
"017","i","Display text","Display text","0","0","","0","","","","0","-6","","","","","9999"
"018","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"018","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"018","a","Copyright article-fee code","Copyright article-fee code","0","0","","0","","","","0","-6","","","","","9999"
"01e","a","Coded field error","Coded field error","0","0","","0","","","","0","-6","","","","","9999"
"020","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"020","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"020","a","International Standard Book Number","International Standard Book Number","0","0","biblioitems.isbn","0","","","","0","0","","","","","9999"
"020","c","Terms of availability","Terms of availability","0","0","","0","","","","0","0","","","","","9999"
"020","z","Cancelled/invalid ISBN","Cancelled/invalid ISBN","1","0","","0","","","","0","-1","","","","","9999"
"022","2","Source","Source","0","0","","0","","","","0","0","","","","","9999"
"022","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"022","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"022","a","International Standard Serial Number","International Standard Serial Number","0","0","biblioitems.issn","0","","","","0","0","","","","","9999"
"022","y","Incorrect ISSN","Incorrect ISSN","1","0","","0","","","","0","-1","","","","","9999"
"022","z","Canceled ISSN","Canceled ISSN","1","0","","0","","","","0","-1","","","","","9999"
"023","a","Standard film number","Standard film number","0","0","","0","","","","0","-6","","","","","9999"
"024","2","Source of number or code","Source of number or code","0","0","","0","","","","0","0","","","","","9999"
"024","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"024","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"024","a","Standard number or code","Standard number or code","0","0","","0","","","","0","0","","","","","9999"
"024","b","Additional codes following the standard number [OBSOLETE]","Additional codes following the standard number [OBSOLETE]","0","0","","0","","","","0","-6","","","","","9999"
"024","c","Terms of availability","Terms of availability","0","0","","0","","","","0","0","","","","","9999"
"024","d","Additional codes following the standard number or code","Additional codes following the standard number or code","0","0","","0","","","","0","0","","","","","9999"
"024","z","Canceled/invalid standard number or code","Canceled/invalid standard number or code","1","0","","0","","","","0","-1","","","","","9999"
"025","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"025","a","Overseas acquisition number","Overseas acquisition number","1","0","","0","","","","0","-6","","","","","9999"
"026","2","Source","Source","0","0","","0","","","","0","-6","","","","","9999"
"026","5","Institution to which field applies","Institution to which field applies","1","0","","0","","","","0","-6","","","","","9999"
"026","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"026","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"026","a","First and second groups of characters","First and second groups of characters","0","0","","0","","","","0","-6","","","","","9999"
"026","b","Third and fourth groups of characters","Third and fourth groups of characters","0","0","","0","","","","0","-6","","","","","9999"
"026","c","Date","Date","0","0","","0","","","","0","-6","","","","","9999"
"026","d","Number of volume or part","Number of volume or part","0","0","","0","","","","0","-6","","","","","9999"
"026","e","unparsed fingerprint","unparsed fingerprint","0","0","","0","","","","0","-6","","","","","9999"
"027","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"027","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"027","a","Standard technical report number","Standard technical report number","0","0","","0","","","","0","-1","","","","","9999"
"027","z","Canceled/invalid number","Canceled/invalid number","1","0","","0","","","","0","-1","","","","","9999"
"028","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"028","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"028","a","Publisher number","Publisher number","0","0","","0","","","","0","0","","","","","9999"
"028","b","Source","Source","0","0","","0","","","","0","0","","","","","9999"
"030","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"030","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"030","a","CODEN","CODEN","0","0","","0","","","","0","-6","","","","","9999"
"030","z","Canceled/invalid CODEN","Canceled/invalid CODEN","1","0","","0","","","","0","-6","","","","","9999"
"031","2","System code","System code","0","0","","0","","","","0","-6","","","","","9999"
"031","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"031","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"031","a","Number of work","Number of work","0","0","","0","","","","0","-6","","","","","9999"
"031","b","Number of movement","Number of movement","0","0","","0","","","","0","-6","","","","","9999"
"031","c","Number of excerpt","Number of excerpt","0","0","","0","","","","0","-6","","","","","9999"
"031","d","Caption or heading","Caption or heading","1","0","","0","","","","0","-6","","","","","9999"
"031","e","Role","Role","0","0","","0","","","","0","-6","","","","","9999"
"031","g","Clef","Clef","0","0","","0","","","","0","-6","","","","","9999"
"031","m","Voice/instrument","Voice/instrument","0","0","","0","","","","0","-6","","","","","9999"
"031","n","Key signature","Key signature","0","0","","0","","","","0","-6","","","","","9999"
"031","o","Time signature","Time signature","0","0","","0","","","","0","-6","","","","","9999"
"031","p","Musical notation","Musical notation","0","0","","0","","","","0","-6","","","","","9999"
"031","q","General note","General note","1","0","","0","","","","0","-6","","","","","9999"
"031","r","Key or mode","Key or mode","0","0","","0","","","","0","-6","","","","","9999"
"031","s","Coded validity note","Coded validity note","1","0","","0","","","","0","-6","","","","","9999"
"031","t","Text incipit","Text incipit","1","0","","0","","","","0","-6","","","","","9999"
"031","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","","0","","","","1","-6","","","","","9999"
"031","y","Link text","Link text","1","0","","0","","","","0","-6","","","","","9999"
"031","z","Public note","Public note","1","0","","0","","","","0","-6","","","","","9999"
"032","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"032","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"032","a","Postal registration number","Postal registration number","0","0","","0","","","","0","-6","","","","","9999"
"032","b","Source (agency assigning number)","Source (agency assigning number)","0","0","","0","","","","0","-6","","","","","9999"
"033","3","Materials specified","Materials specified","0","0","","0","","","","0","-6","","","","","9999"
"033","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"033","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"033","a","Formatted date/time","Formatted date/time","1","0","","0","","","","0","-6","","","","","9999"
"033","b","Geographic classification area code","Geographic classification area code","1","0","","0","","","","0","-6","","","","","9999"
"033","c","Geographic classification subarea code","Geographic classification subarea code","1","0","","0","","","","0","-6","","","","","9999"
"034","2","Source","Source","0","0","","0","","","","0","-6","","","","","9999"
"034","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"034","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
"034","a","Category of scale","Category of scale","0","0","","0","","","","0","-6","","","","","9999"
"034","b","Constant ratio linear horizontal scale","Constant ratio linear horizontal scale","1","0","","0","","","","0","-6","","","","","9999"
"034","c","Constant ratio linear vertical scale","Constant ratio linear vertical scale","1","0","","0","","","","0","-6","","","","","9999"
"034","d","Coordinates--westernmost longitude","Coordinates--westernmost longitude","0","0","","0","","","","0","-6","","","","","9999"
"034","e","Coordinates--easternmost longitude","Coordinates--easternmost longitude","0","0","","0","","","","0","-6","","","","","9999"
"034","f","Coordinates--northernmost latitude","Coordinates--northernmost latitude","0","0","","0","","","","0","-6","","","","","9999"
"034","g","Coordinates--southernmost latitude","Coordinates--southernmost latitude","0","0","","0","","","","0","-6","","","","","9999"
"034","h","Angular scale","Angular scale","1","0","","0","","","","0","-6","","","","","9999"
"034","j","Declination--northern limit","Declination--northern limit","0","0","","0","","","","0","-6","","","","","9999"
"034","k","Declination--southern limit","Declination--southern limit","0","0","","0","","","","0","-6","","","","","9999"
"034","m","Right ascension--eastern limit","Right ascension--eastern limit","0","0","","0","","","","0","-6","","","","","9999"
"034","n","Right ascension--western limit","Right ascension--western limit","0","0","","0","","","","0","-6","","","","","9999"
"034","p","Equinox","Equinox","0","0","","0","","","","0","-6","","","","","9999"
"034","r","Distance from earth","Distance from earth","0","0","","0","","","","0","-6","","","","","9999"
"034","s","G-ring latitude","G-ring latitude","1","0","","0","","","","0","-6","","","","","9999"
"034","t","G-ring longitude","G-ring longitude","1","0","","0","","","","0","-6","","","","","9999"
"034","x","Beginning date","Beginning date","0","0","","0","","","","0","-6","","","","","9999"
"034","y","Ending date","Ending date","0","0","","0","","","","0","-6","","","","","9999"
"034","z","Name of extraterrestrial body","Name of extraterrestrial body","0","0","","0","","","","0","-6","","","","","9999"
"035","6","Linkage","Linkage","0","0","","0","","","","0","-6","","","","","9999"
"035","8","Field link and sequence number","Field link and sequence number","1","0","","0","","","","0","-6","","","","","9999"
